BatchNumber,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41
71,4.99801,20.04377,27.52432,,4.998839,5.050548,26.92881,27.6,35.9,39.5,23.2,919.7226,2086.385,2189.343,1063.942,23.18593,25.67179,30.47944,33.81025,31.48333,140.6457,129.7433,5.000978,60.85896,26.12995,31.06627,5.081391,26.85583,7.507241,54.96657,5.000978,60,40,13,4.933381,11,4.958873,4.959773,6050.097,5635,4970.064453
72,5.004643,19.38554,27.82912,,4.999668,5.049625,26.92142,27.9,35.9,39.5,23.2,920.1808,2092.606,2137.586,1018.348,23.35389,25.67179,30.47944,33.81025,31.48333,140.6457,129.5754,5.00024,60.69099,24.0577,31.2336,5.081391,27.30792,7.520009,54.96657,5.00024,60,40,13,4.935226,11,4.954375,4.957074,6050.097,5618.528,4985.712891
73,4.999668,19.86706,27.58917,,4.999668,5.049625,26.90244,28.1,36.1,39.6,23.2,920.4863,2083.21,2170.84,1018.348,23.52186,25.83976,30.47944,33.81025,31.31537,140.7449,129.7433,5.00024,61.17809,24.32129,31.38369,5.081391,27.26623,7.510433,54.96657,5.00024,60,40,13,4.944453,11,4.953475,4.949877,6041.861,5626.764,4978.300781
74,4.99801,20.45882,28.51816,,4.998839,5.050548,26.89572,28.4,36.1,39.6,23.2,920.9443,2094.738,2157.069,1030.232,23.35389,25.67179,30.47944,33.64228,31.48333,140.3481,130.4152,4.998764,60.85896,24.67764,31.7303,5.088696,27.03938,7.497666,54.94047,4.998764,60,40,13,4.946298,11,4.954375,4.957074,6050.097,5626.764,4985.712891
75,5.001327,20.12322,27.15629,,4.999668,5.051471,26.88329,28.6,36.1,39.5,23.2,928.9658,2073.53,2179.938,1063.942,23.52186,25.67179,30.47944,33.81025,31.31537,140.5465,130.0793,5.000978,62.35383,24.23008,32.34771,5.093565,26.80512,7.497666,54.94047,5.000978,60,40,13,4.92969,11,4.957973,4.960672,6050.097,5618.528,5002.185547
76,5.000497,20.53988,29.91083,,5.000497,5.051471,26.85776,28.6,36,39.4,23.2,921.2494,2097.743,2188.992,1063.942,23.35389,26.00772,30.31148,33.81025,31.31537,140.7449,130.2472,5.001717,61.01012,23.99119,31.24676,5.085043,27.47441,7.497666,54.94047,5.001717,60,40,13,4.923232,11,4.946278,4.955275,6041.861,5618.528,5002.185547
77,4.99801,19.7714,28.03664,,4.999668,5.050548,26.85507,28.4,35.9,39.4,23.3,928.6581,2089.255,2156.379,1030.405,23.52186,25.67179,30.31148,33.81025,31.48333,140.3481,130.2472,4.998764,59.85117,25.82899,32.07914,5.083826,27.03992,7.494474,54.95352,4.998764,60,40,13,4.941685,11,4.960672,4.958873,6041.861,5626.764,4993.949219
78,4.999668,19.51362,28.14851,,4.999668,5.050548,26.84482,28.3,35.9,39.5,23.3,920.7916,2083.463,2142.387,1064.122,23.52186,25.67179,30.47944,33.81025,31.31537,140.8442,130.4152,5.00024,60.35506,24.80431,32.08562,5.092348,26.84133,7.50405,54.91567,5.00024,60,40,13,4.931536,11,4.965171,4.961572,6050.097,5618.528,5010.420898
79,4.998839,19.7714,27.9572,,5.000497,5.049625,26.81392,28.2,36,39.6,23.3,920.639,2094.4,2157.069,1018.52,23.52186,25.50383,30.47944,33.81025,31.31537,140.7449,130.5831,4.998764,60.35506,25.35099,31.75812,5.083826,27.46371,7.50405,54.91436,4.998764,60,40,13,4.949989,11,4.962472,4.959773,6041.861,5626.764,5002.185547
80,4.999668,19.21044,27.1725,,4.999668,5.050548,26.80972,27.9,36.1,39.6,23.3,944.7913,2099.535,2189.692,1018.52,23.52186,25.67179,30.47944,33.81025,31.31537,140.7449,130.9023,5.00024,60.35506,24.47712,31.22691,5.093565,26.61516,7.494474,54.95352,5.00024,60,40,13,4.935226,11,4.96787,4.964271,6041.861,5626.764,4993.949219
81,5.000497,20.05836,27.73346,,4.999668,5.050548,26.78688,27.6,36.1,39.4,23.2,927.4263,2087.06,2203.022,1018.348,23.52186,25.67179,30.47944,33.81025,31.31537,140.5465,130.4152,5.001717,59.6832,25.00029,31.83711,5.083826,26.73103,7.50405,54.92741,5.001717,60,40,13,4.934304,11,4.950777,4.951676,6041.861,5635,5010.420898
82,4.994694,19.11316,28.46952,,5.000497,5.050548,26.79091,27.6,36,39.4,23.3,927.4263,2099.631,2198.355,1064.122,23.68982,25.50383,30.47944,33.81025,31.48333,140.5465,130.4152,4.999502,60.01913,23.9665,31.70699,5.096,26.69299,7.481707,54.90262,4.999502,60,40,13,4.927845,11,4.956174,4.953475,6041.861,5626.764,4985.712891
83,4.998839,20.31615,28.34144,,4.999668,5.050548,26.76991,27.6,35.9,39.5,23.3,919.7226,2097.405,2170.493,1018.52,23.52186,25.67179,30.47944,33.81025,31.48333,140.6457,130.7343,5.000978,60.35506,24.66961,32.83614,5.087479,26.78587,7.50405,54.96657,5.000978,60,40,13,4.928768,11,4.960672,4.958873,6033.625,5618.528,4978.300781
84,5.002156,19.43418,28.35765,,4.999668,5.049625,26.80905,27.7,35.9,39.4,23.3,927.5804,2115.002,2170.493,1030.405,23.35389,25.67179,30.47944,33.81025,31.48333,140.7449,131.0702,4.999502,60.01913,25.12724,31.82096,5.087479,27.14397,7.507241,54.95352,4.999502,60,40,13,4.949989,11,4.957973,4.958873,6033.625,5618.528,4953.592773
85,5.002985,20.18645,29.5428,,4.999668,5.049625,26.8208,28,35.9,39.5,23.3,911.6917,2081.074,2189.343,1018.52,23.35389,25.67179,30.47944,33.81025,31.48333,140.8442,131.0702,4.999502,60.01913,25.39657,33.06231,5.074087,27.2261,7.484899,54.96657,4.999502,60,40,13,4.942607,11,4.945378,4.962472,6050.097,5618.528,4970.064453
86,4.998839,20.5561,27.9572,,4.998839,5.049625,26.85339,28.3,36,39.6,23.3,920.7916,2076.573,2137.928,1018.52,23.52186,25.83976,30.47944,33.81025,31.31537,140.7449,130.9023,4.999502,60.52303,22.75198,32.77272,5.077739,27.19394,7.497666,54.96657,4.999502,60,40,13,4.938917,11,4.963372,4.963372,6041.861,5618.528,4961.828125
87,5.002985,19.28988,27.28437,,4.999668,5.050548,26.87573,28.6,36.1,39.6,23.3,895.0473,2088.471,2170.84,1064.122,23.52186,25.83976,30.47944,33.97821,31.48333,140.6457,131.0702,4.998764,59.85117,23.3119,32.67016,5.081391,26.93236,7.50405,54.92741,4.998764,60,40,13,4.928768,11,4.948078,4.962472,6033.625,5618.528,4961.828125
88,4.998839,19.86706,28.45331,,4.998839,5.050548,26.86296,28.7,36.1,39.5,23.3,921.4019,2080.282,2142.387,1018.52,23.18593,25.83976,30.16031,33.81025,31.31537,140.5465,130.7343,5.003931,60.1871,23.5174,32.96589,5.085043,27.24325,7.50405,54.91567,5.003931,60,40,13,4.941685,11,4.957074,4.952576,6050.097,5626.764,4985.712891
89,2.000696,33.11608,41.4786,,1.999867,1.632156,25.32542,27.8,36.1,39.6,22.4,920.0281,2085.112,2175.568,1062.506,21.0192,25.33587,26.66667,23.85,21.18716,140.6457,133.7241,0,39.27562,24.95389,31.9927,0.006086957,26.78639,0,55.01878,0,60,40,13,0,-4.6,0,0,28283.33,26892.26,18333.06641
90,5.000497,45.93223,,,4.999668,5.050548,25.31283,27.7,36.1,39.4,22.4,927.4263,2086.573,2198.355,1062.506,22.02698,26.83074,28.49747,28.33463,21.18716,140.6457,132.5651,4.998764,62.35383,24.61608,32.88376,5.078957,27.2296,7.488091,54.85041,4.998764,60,40,13,4.926,11,5.002057,5.000257,28283.33,26900.5,18333.06641
91,4.99801,19.1618,,,4.998839,5.050548,25.34188,27.6,36,39.4,22.5,927.4263,2094.4,2156.379,1062.686,21.69105,26.66278,28.49747,28.67056,21.18716,140.5465,132.5651,5.00024,62.01791,25.29999,31.83264,5.080174,27.14387,7.526392,54.81126,5.00024,60,40,13,4.901089,11,4.952576,5.001157,6025.389,5651.472,18333.06641
92,4.99801,20.01135,27.6524,,4.999668,5.050548,25.31098,27.7,35.9,39.4,22.4,944.4776,2081.074,2170.146,1062.506,21.85902,26.9987,28.8334,29.32562,21.18716,140.2488,132.078,4.999502,62.01791,25.10398,32.08345,5.070435,27.0018,7.481707,54.94047,4.999502,60,40,13,4.953679,11,4.949877,4.947178,5992.445,5610.292,4978.300781
93,4.995522,21.08463,27.39624,,4.999668,5.048703,25.33181,28,35.9,39.5,22.4,953.2884,2083.951,2189.343,1062.506,21.69105,27.33463,28.32951,29.00649,21.35513,140.3481,131.9101,4.998764,62.18587,25.02102,31.8187,5.081391,27.34568,7.478515,54.94177,4.998764,60,40,13,4.915851,11,4.959773,4.953475,5976.796,5602.056,4953.592773
94,4.998839,19.70655,28.88619,,4.999668,5.050548,25.29939,28.3,36,39.6,22.4,953.7628,2096.291,2170.84,1062.506,22.02698,25.67179,32.14228,29.00649,21.35513,139.9611,131.5741,5.000978,61.68198,25.2905,32.33673,5.071652,27.46418,7.488091,54.95482,5.000978,60,40,13,4.969364,11,4.964271,4.953475,5984.209,5610.292,4945.356445
95,5.002156,19.49903,27.78048,,5.000497,5.050548,25.28545,28.4,35.9,39.5,22.4,953.9209,2101.226,2203.374,1062.506,22.19494,25.1847,31.48723,35.47309,29.98846,140.7449,131.4062,4.998764,61.34605,25.03503,31.81569,5.075305,27.01543,7.478515,55.07098,4.998764,60,40,13,4.937994,11,4.962472,4.953475,5984.209,5593.819,4937.120117
96,5.001327,19.96271,27.68482,,4.999668,5.050548,25.26277,28.7,35.8,39.4,22.4,954.2371,2095.613,2174.873,1051.019,22.36291,25.33587,31.1513,35.13716,29.8205,140.3481,131.0702,4.999502,61.34605,25.09436,32.15501,5.078957,27.27053,7.516817,55.07098,4.999502,60,40,13,4.909392,11,4.952576,4.957074,5984.209,5602.056,4928.883789
97,4.99801,20.42801,27.63619,,5.000497,5.051471,25.26059,28.6,35.8,39.3,22.6,928.9658,2074.434,2206.86,1062.865,22.19494,25.1847,30.64741,34.63327,30.66031,140.5465,130.9023,5.00024,60.85896,25.27685,32.29332,5.077739,27.60287,7.510433,55.01878,5.00024,60,40,13,4.878945,11,4.957074,4.947178,5992.445,5602.056,4937.120117
98,4.99801,20.79604,28.61381,,5.000497,5.051471,25.25925,28.4,35.9,39.3,22.6,928.6581,2074.77,2169.799,1062.865,22.02698,25.33587,30.47944,34.48211,30.81148,140.7449,131.0702,4.999502,60.85896,25.04897,31.82642,5.070435,28.05508,7.497666,54.94177,4.999502,60,40,13,4.933381,11,4.957074,4.955275,6000.681,5610.292,4937.120117
99,5.002985,19.04993,27.47568,,5.000497,5.051471,25.24228,28.2,36,39.3,22.6,928.3503,2065.439,2188.642,1062.865,22.36291,25.33587,30.47944,34.14618,30.97944,140.6457,130.7343,4.999502,61.34605,24.73216,31.54666,5.087479,26.77092,7.488091,54.94177,4.999502,60,40,13,4.948143,11,4.958873,4.954375,5992.445,5602.056,4937.120117
100,4.999668,20.13943,28.40629,,4.999668,5.050548,25.22901,28,35.9,39.4,22.4,928.0425,2089.255,2142.044,1062.506,22.68204,25.1847,30.16031,33.97821,31.14741,140.6457,130.5831,4.999502,60.69099,24.64493,32.5243,5.081391,27.07075,7.507241,54.94177,4.999502,60,40,13,4.934304,11,4.954375,4.949877,5992.445,5602.056,4937.120117
101,5.000497,20.05836,28.85376,,4.999668,5.050548,25.22028,27.7,35.9,39.5,22.4,919.8754,2081.074,2170.493,1062.506,22.68204,25.01674,30.16031,33.97821,31.14741,140.6457,130.4152,4.999502,61.17809,24.83929,31.50626,5.088696,27.23226,7.507241,54.91567,4.999502,60,40,13,4.924155,11,4.959773,4.955275,5984.209,5618.528,4953.592773
102,4.998839,20.107,28.43709,,4.999668,5.050548,25.21608,27.6,35.9,39.5,22.4,927.4263,2078.633,2161.482,1062.506,22.68204,24.84877,29.99235,33.97821,30.97944,140.4473,130.4152,4.999502,61.51401,24.38659,31.53786,5.093565,27.17216,7.513625,54.90262,4.999502,60,40,13,4.922309,11,4.951676,4.948078,5976.796,5610.292,4961.828125
103,5.001327,19.14559,27.78048,,4.998839,5.049625,25.21306,27.6,35.9,39.5,22.4,919.7226,2089.255,2221.482,1051.019,22.36291,25.01674,29.99235,33.81025,31.14741,140.7449,130.7343,4.998026,61.34605,25.62225,32.20319,5.069218,26.97863,7.507241,54.94177,4.998026,60,40,13,4.930613,11,4.958873,4.96877,5992.445,5610.292,4961.828125
104,5.005472,19.32231,28.55058,,4.999668,5.050548,25.21793,27.7,35.9,39.4,22.4,919.8754,2069.968,2137.245,1062.506,22.68204,25.1847,29.99235,33.81025,30.97944,140.6457,130.5831,5.000978,61.01012,24.66689,31.54974,5.085043,26.68846,7.494474,54.95351,5.000978,60,40,13,4.927845,11,4.964271,4.945378,5984.209,5602.056,4953.592773
105,4.999668,19.62711,27.97341,,5.000497,5.049625,25.21322,27.9,35.9,39.3,22.4,894.0092,2064.122,2188.642,1016.974,22.36291,25.1847,30.16031,33.97821,31.14741,140.5465,130.5831,5.001717,61.51401,25.21428,31.39688,5.078957,27.34245,7.494474,55.00572,5.001717,60,40,13,4.962906,11,4.957973,4.950777,5984.209,5602.056,4961.828125
106,5.002156,21.11706,27.30058,,4.998839,5.050548,25.21541,28.2,36,39.4,22.4,920.639,2074.665,2170.146,1062.506,22.51408,25.33587,29.99235,33.81025,31.14741,140.4473,130.5831,5.00024,61.51401,25.32661,31.80642,5.092348,26.99221,7.488091,55.00572,5.00024,60,40,13,4.935226,11,4.953475,4.960672,5984.209,5610.292,4953.592773
107,5.005472,20.107,28.40629,,4.999668,5.049625,25.20734,28.4,36.1,39.6,22.4,928.6581,2078.865,2137.928,1062.506,22.51408,25.1847,29.99235,33.81025,31.14741,140.4473,131.0702,5.000978,61.01012,24.78965,32.53653,5.080174,26.91714,7.497666,54.97962,5.000978,60,40,13,4.876177,11,4.951676,4.946278,5992.445,5602.056,4945.356445
108,5.002985,20.02756,29.39851,,5.000497,5.049625,25.21087,28.7,36,39.6,22.4,954.3951,2069.321,2170.84,1016.974,22.85,25.50383,29.99235,33.81025,31.14741,140.5465,130.9023,5.000978,61.34605,25.20709,32.61201,5.089913,26.65831,7.510433,54.94177,5.000978,60,40,13,4.942607,11,4.971468,4.96697,6000.681,5602.056,4953.592773
109,5.001327,19.70655,28.24578,,4.999668,5.050548,25.20415,28.7,36,39.5,22.4,921.4019,2088.134,2180.287,1062.506,22.36291,25.33587,29.99235,33.64228,30.97944,140.7449,131.0702,4.999502,61.17809,24.87348,32.35331,5.082609,26.75792,7.507241,54.94177,4.999502,60,40,13,4.926923,11,4.945378,4.945378,5992.445,5602.056,4945.356445
110,5.002985,19.83463,27.12386,,4.999668,5.050548,25.20046,28.4,36,39.5,22.6,954.079,2087.647,2137.586,1062.865,22.68204,25.1847,29.65642,33.64228,30.97944,140.6457,131.0702,5.00024,60.69099,25.11015,31.85199,5.086261,26.80321,7.491282,54.92872,5.00024,60,40,13,4.932458,11,4.966071,4.952576,5984.209,5593.819,4928.883789
111,5.002156,19.35473,27.54053,,4.999668,5.051471,25.19811,28.3,36,39.5,22.6,920.7916,2088.134,2230.711,1062.865,22.68204,25.1847,29.65642,33.64228,30.97944,140.6457,131.2382,4.998764,61.51401,25.36112,31.60395,5.092348,26.55555,7.500858,54.92872,4.998764,60,40,13,4.940763,11,4.957973,4.939081,5984.209,5602.056,4912.412109
112,5.002156,20.76362,28.39008,,4.999668,5.049625,25.18249,28.1,35.9,39.4,22.6,928.1964,2084.438,2203.022,1062.865,22.68204,24.84877,29.82439,33.64228,30.81148,140.4473,131.2382,4.998764,61.51401,24.82804,31.75872,5.081391,26.99296,7.500858,54.95351,4.998764,60,40,13,4.907547,11,4.959773,4.963372,5984.209,5593.819,4912.412109
113,5.003814,22.09306,28.95104,,4.999668,5.050548,25.17929,27.9,36,39.5,22.6,920.1808,2081.898,2189.343,1062.865,22.51408,24.84877,29.82439,33.47432,30.66031,140.8442,131.0702,5.001717,61.17809,24.92233,32.20592,5.086261,27.32614,7.500858,54.95351,5.001717,60,40,13,4.931536,11,4.961572,4.965171,5984.209,5602.056,4920.648438
114,5.000497,20.79604,27.66861,,4.999668,5.050548,25.17728,27.7,36.1,39.5,22.7,944.4776,2087.06,2207.919,1063.045,22.51408,25.01674,29.82439,33.47432,30.81148,140.7449,130.9023,5.00024,61.34605,24.65484,32.30976,5.094783,26.8355,7.520009,54.99267,4.999502,60,40,13,4.938917,11,4.96697,4.957973,5984.209,5602.056,4912.412109
115,4.996352,20.74741,28.88619,,5.000497,5.049625,25.17375,27.6,36,39.5,22.6,952.6556,2074.665,2203.374,1062.865,22.51408,25.01674,29.65642,33.64228,30.81148,140.5465,131.2382,5.001717,61.51401,24.74689,31.73728,5.087479,27.15745,7.513625,54.97962,5.001717,60,40,13,4.937072,11,4.964271,4.965171,5992.445,5610.292,4920.648438
116,4.99801,20.76362,28.2928,,4.998839,5.049625,25.16603,27.7,36,39.6,22.7,944.4776,2091.488,2189.692,1063.045,22.51408,24.84877,29.48846,33.47432,30.81148,140.8442,131.0702,4.998764,61.51401,25.24505,31.9458,5.085043,27.07311,7.475323,54.97962,4.998764,60,40,13,4.921387,11,4.948977,4.96697,5984.209,5618.528,4920.648438
117,5.001327,19.59468,29.09371,,4.999668,5.049625,25.1588,27.8,35.9,39.5,22.7,920.0281,2086.385,2189.343,1063.045,22.36291,25.01674,29.48846,33.30636,30.81148,140.8442,131.4062,4.999502,61.01012,24.59708,31.56492,5.093565,27.17129,7.500858,54.97962,4.999502,60,40,13,4.924155,11,4.956174,4.953475,5992.445,5602.056,4920.648438
118,5.002156,19.78599,28.06907,,5.001327,5.051471,25.1499,28.1,35.9,39.4,22.7,928.1964,2090.713,2221.127,1063.045,22.36291,24.84877,29.48846,33.30636,30.81148,140.5465,131.2382,4.998764,61.17809,25.74332,31.39722,5.076522,26.81177,7.491282,54.94177,4.998764,60,40,13,4.918619,11,4.936382,4.976866,5992.445,5602.056,4937.120117
119,5.000497,20.05836,27.57296,,4.998839,5.050548,25.14688,28.4,36,39.5,22.7,945.5751,2088.134,2170.493,1063.045,22.36291,25.1847,29.82439,33.30636,30.81148,140.7449,131.2382,5.001717,60.69099,24.72068,31.44859,5.094783,26.70606,7.491282,54.95351,5.001717,60,40,13,4.941685,11,4.957973,4.952576,5992.445,5602.056,4920.648438
120,5.000497,19.70655,28.43709,,4.999668,5.050548,25.14218,28.5,36,39.4,22.7,928.812,2086.723,2170.146,1063.045,22.19494,25.1847,29.65642,33.30636,30.81148,140.6457,131.2382,5.001717,60.52303,25.30239,31.28155,5.082609,27.40774,7.491282,54.92872,5.001717,60,40,13,4.932458,11,4.963372,4.971468,5992.445,5602.056,4953.592773
121,5.001327,19.52983,29.62386,,5.000497,5.050548,25.1405,28.6,36.1,39.5,22.8,954.2371,2095.223,2207.919,1051.73,22.36291,25.01674,29.65642,33.47432,30.97944,140.7449,131.0702,4.999502,61.01012,24.85824,32.42402,5.074087,26.90331,7.513625,54.92872,4.999502,60,40,13,4.92969,11,4.957074,4.957973,6000.681,5602.056,4945.356445
122,5.001327,19.73898,28.61381,,4.999668,5.049625,25.13378,28.6,36.1,39.6,22.8,954.079,2095.66,2170.84,1051.73,22.36291,25.1847,29.65642,33.47432,30.81148,140.4473,131.0702,4.999502,61.01012,25.28823,32.66076,5.078957,26.74451,7.494474,54.92872,4.999502,60,40,13,4.932458,11,4.954375,4.953475,5992.445,5618.528,4953.592773
123,4.999668,19.17801,29.04669,,4.998839,5.050548,25.13243,28.3,36,39.6,22.8,928.6581,2090.079,2170.84,1063.224,22.19494,25.01674,29.65642,33.47432,30.81148,140.6457,131.2382,5.00024,61.17809,25.02668,32.02254,5.080174,26.88562,7.507241,54.94047,5.00024,60,40,13,4.932458,11,4.963372,4.961572,5992.445,5610.292,4953.592773
124,5.002985,20.98898,27.9572,,5.000497,5.050548,25.13042,28.1,35.9,39.5,22.8,945.1049,2094.061,2207.919,1063.224,22.36291,24.84877,29.65642,33.30636,30.81148,140.6457,129.9113,5.00024,61.01012,25.13264,31.7719,5.086261,26.61131,7.494474,54.95351,5.00024,60,40,13,4.916773,11,4.959773,4.948977,5992.445,5610.292,4945.356445
125,4.997181,20.53988,29.27043,,5.000497,5.049625,25.11866,27.9,35.9,39.4,22.8,920.1808,2092.606,2123.265,1063.224,22.19494,24.84877,29.65642,33.30636,30.97944,140.8442,130.9023,5.000978,61.34605,24.74362,31.96156,5.080174,27.19719,7.523201,54.99267,5.000978,60,40,13,4.942607,11,4.953475,4.944479,5984.209,5618.528,4945.356445
126,5.000497,19.28988,27.012,,4.999668,5.050548,25.10422,27.7,35.9,39.3,22.8,944.4776,2089.255,2188.642,1029.536,22.36291,25.01674,29.65642,33.30636,30.97944,140.6457,130.0793,4.998764,60.85896,25.64177,32.73172,5.078957,26.87839,7.516817,54.96657,4.998764,60,40,13,4.930613,11,4.955275,4.954375,5984.209,5602.056,4937.120117
127,5.001327,19.11316,28.18093,,4.999668,5.050548,25.10237,27.6,36,39.4,22.8,952.6556,2067.848,2188.992,1063.224,22.51408,25.1847,29.65642,33.47432,31.14741,140.5465,130.4152,4.998764,61.51401,24.88021,32.07698,5.078957,27.3224,7.491282,54.94177,4.999502,60,40,13,4.93984,11,4.947178,4.942679,5984.209,5602.056,4920.648438
128,4.994694,20.15564,27.76427,,5.000497,5.050548,25.10606,27.7,36.1,39.6,22.8,944.4776,2082.235,2157.069,1051.73,22.19494,25.01674,29.65642,33.30636,30.97944,140.5465,129.7433,5.00024,61.51401,24.77252,31.28348,5.080174,27.31385,7.500858,54.94177,5.00024,60,40,13,4.935226,11,4.94088,4.948078,5984.209,5610.292,4928.883789
129,4.998839,21.29215,27.49189,,4.999668,5.050548,25.184,27.8,36.1,39.6,22.8,944.6344,2093.282,2137.928,1017.661,22.51408,25.01674,29.65642,33.47432,31.14741,140.7449,130.9023,4.998764,61.68198,25.29224,32.62962,5.069218,27.06224,7.494474,54.92872,4.998764,60,40,13,4.926,11,4.96787,4.951676,5984.209,5610.292,4912.412109
130,4.999668,20.29993,27.50811,,4.999668,5.050548,25.19945,28.1,36.1,39.6,22.9,945.1049,2099.535,2157.069,1063.404,22.51408,25.1847,29.65642,33.47432,30.81148,140.5465,130.7343,4.999502,61.51401,24.71547,31.89492,5.091131,26.62021,7.50405,54.94177,4.999502,60,40,13,4.938917,11,4.950777,4.957074,5984.209,5602.056,4912.412109
131,5.000497,20.87549,30.39235,,5.000497,5.050548,25.20063,28.4,36,39.5,22.9,962.1945,2077.062,2221.482,1063.404,22.51408,25.33587,29.82439,33.30636,30.97944,140.5465,130.7343,5.00024,61.17809,25.31482,32.32122,5.081391,26.75224,7.500858,54.94177,5.00024,60,40,13,4.935226,11,4.956174,4.953475,5992.445,5618.528,4912.412109
132,4.998839,21.6618,28.63002,,4.998839,5.049625,25.19844,28.6,35.9,39.4,22.9,928.9658,2096.436,2175.22,1063.404,22.68204,25.1847,29.82439,33.30636,30.81148,140.5465,130.7343,5.002455,61.68198,25.55994,31.70519,5.082609,27.24487,7.523201,54.97962,5.002455,60,40,13,4.944453,11,4.952576,4.96697,5984.209,5610.292,4920.648438
133,4.998839,20.05836,27.60538,,4.998839,5.050548,25.19408,28.6,35.9,39.4,22.9,929.1198,2090.227,2170.146,1063.404,22.51408,25.1847,29.82439,33.30636,30.81148,140.6457,130.7343,5.001717,61.34605,24.76593,32.14857,5.077739,27.26794,7.500858,54.95351,5.001717,60,40,13,4.933381,11,4.945378,4.946278,5992.445,5602.056,4920.648438
134,5.000497,18.71271,23.8716,,5.001327,5.050548,25.18366,28.5,36,39.4,23,928.812,2079.946,2156.379,1063.583,22.36291,25.1847,29.65642,33.30636,30.81148,140.5465,130.7343,5.00024,60.85896,24.89513,31.66202,5.061913,26.26348,7.484899,54.99267,5.00024,60,40,13,4.927845,11,4.977766,4.948078,6000.681,5610.292,5262.444336
135,4.998839,19.88327,27.42866,,4.999668,5.050548,25.18316,28.3,36.1,39.5,22.9,953.7628,2088.471,2189.343,1063.404,22.36291,25.1847,29.65642,33.30636,30.81148,140.6457,130.9023,5.001717,61.01012,25.1583,32.03671,5.076522,27.26977,7.50405,55.00572,5.001717,60,40,13,4.935226,11,4.962472,4.962472,6000.681,5610.292,4978.300781
136,5.002985,20.20266,26.88392,,4.999668,5.050548,25.15696,28.2,36.1,39.6,23,953.6048,2098.083,2217.208,1063.583,22.36291,25.01674,29.65642,33.30636,30.97944,140.7449,129.5754,5.00024,61.34605,25.13987,32.60048,5.075305,27.10903,7.50405,54.99267,5.00024,60,40,13,4.927845,11,4.957074,4.958873,6000.681,5610.292,4985.712891
137,4.997181,19.52983,28.22957,,4.998839,5.050548,25.15393,27.9,36.1,39.6,23.1,944.7913,2099.97,2170.84,1063.763,22.36291,25.1847,29.65642,33.30636,30.81148,140.7449,130.7343,5.000978,60.69099,25.47919,31.54268,5.071652,27.14251,7.510433,54.99267,5.000978,60,40,13,4.941685,11,4.953475,4.944479,5992.445,5618.528,4978.300781
138,4.998839,19.4666,27.84533,,4.999668,5.050548,25.14486,27.8,36,39.6,23.1,952.972,2099.631,2175.568,1063.763,22.36291,25.01674,29.48846,33.15519,30.81148,140.6457,130.4152,5.000978,60.85896,24.83944,31.16733,5.083826,27.24677,7.500858,54.99267,5.000978,60,40,13,4.925077,11,4.964271,4.952576,5992.445,5618.528,4985.712891
139,4.99801,19.38554,27.07523,,4.999668,5.050548,25.1326,27.7,35.9,39.5,23.1,919.8754,2103.11,2170.493,1063.763,22.68204,25.01674,29.65642,33.15519,30.66031,140.5465,130.0793,5.00024,61.01012,25.06546,32.84715,5.085043,26.81588,7.526392,54.95351,5.00024,60,40,13,4.92969,11,4.956174,4.950777,5992.445,5610.292,4978.300781
